id,pedido_id,produto_id,quantidade,preco_praticado,desconto_aplicado,valor_item
11492,4720,172,5,2648.04,0.03,12842.994
11493,4721,182,3,995.12,0.04,2865.9456
11494,4721,90,4,589.91,0.03,2288.8507999999997
11495,4722,11,1,1262.23,0.13,1098.1401
11496,4722,69,4,690.71,0.25,2072.13
11497,4722,65,2,2009.95,0.25,3014.925
11498,4723,142,2,2692.59,0.17,4469.6994
11499,4724,60,4,497.67,0.01,1970.7732
11500,4724,51,4,35.92,0.01,142.2432
11501,4724,133,3,2715.09,0.04,7819.4592
11502,4724,72,1,833.17,0.02,816.5065999999999
11503,4724,90,2,589.91,0.03,1144.4253999999999
11504,4725,62,4,244.49,0.01,968.1804000000001
11505,4725,65,4,2599.53,0.03,10086.1764
11506,4725,153,5,3265.87,0.03,15839.469499999997
11507,4726,113,5,435.28,0.01,2154.6359999999995
11508,4727,15,3,1357.18,0.05,3867.9629999999997
11509,4727,94,1,2617.07,0.01,2590.8993
11510,4727,127,4,1991.38,0.03,7726.5544
11511,4727,86,3,2393.71,0.01,7109.3187
11512,4728,21,4,1141.9,0.01,4521.924
11513,4729,175,1,837.33,0.03,812.2101
11514,4729,50,4,2851.81,0.04,10950.9504
11515,4729,55,3,2463.92,0.02,7243.9248
11516,4729,172,1,2702.64,0.01,2675.6135999999997
11517,4730,152,3,1717.21,0.01,5100.1137
11518,4730,74,3,2702.86,0.05,7703.151
11519,4730,155,2,872.18,0.02,1709.4727999999998
11520,4730,130,1,648.26,0.0,648.26
11521,4731,173,5,2503.93,0.01,12394.4535
11522,4731,125,2,319.96,0.03,620.7224
11523,4731,200,4,2379.5,0.05,9042.1
11524,4732,3,3,2234.99,0.08,6168.5724
11525,4733,105,3,934.78,0.04,2692.1664
11526,4733,78,2,3146.82,0.03,6104.8308
11527,4733,72,1,824.66,0.03,799.9201999999999
11528,4734,66,5,1009.93,0.04,4847.664
11529,4734,9,1,2650.75,0.01,2624.2425
11530,4735,197,5,2686.51,0.08,12357.946000000002
11531,4735,81,3,1501.16,0.14,3872.9928000000004
11532,4736,17,1,3138.69,0.05,2981.7554999999998
11533,4736,52,1,1163.8,0.01,1152.162
11534,4736,190,4,1978.4,0.02,7755.328
11535,4736,78,2,3114.37,0.04,5979.590399999999
11536,4737,66,1,915.25,0.13,796.2675
11537,4738,95,3,2862.88,0.03,8330.9808
11538,4739,73,2,1473.46,0.02,2887.9816
11539,4740,77,3,1488.1,0.05,4241.084999999999
11540,4740,138,4,1586.17,0.08,5837.105600000001
11541,4740,155,4,792.08,0.11,2819.8048000000003
11542,4740,180,4,3390.93,0.03,13156.8084
11543,4741,137,5,142.68,0.02,699.1320000000001
11544,4741,33,5,2149.85,0.0,10749.25
11545,4741,121,3,1296.12,0.03,3771.7092
11546,4741,11,4,1421.82,0.02,5573.5344
11547,4741,111,5,2565.25,0.03,12441.4625
11548,4742,122,4,748.22,0.03,2903.0936
11549,4742,76,4,616.72,0.06,2318.8672
11550,4743,29,3,1201.97,0.02,3533.7918
11551,4743,105,3,944.52,0.03,2748.5532
11552,4743,40,5,454.44,0.04,2181.312
11553,4743,87,3,1686.72,0.0,5060.16
11554,4743,168,3,1024.3,0.0,3072.8999999999996
11555,4743,189,5,2010.42,0.02,9851.058
11556,4744,188,5,98.02,0.01,485.19899999999996
11557,4744,147,5,2882.47,0.01,14268.226499999999
11558,4745,30,1,3240.21,0.0,3240.21
11559,4745,129,5,1713.24,0.26,6338.988
11560,4746,111,1,2618.14,0.01,2591.9586
11561,4746,174,4,968.99,0.19,3139.5276000000003
11562,4746,153,4,2794.51,0.17,9277.7732
11563,4747,39,5,175.47,0.03,851.0295
11564,4748,77,1,1535.09,0.02,1504.3881999999999
11565,4749,53,3,209.29,0.01,621.5913
11566,4749,113,2,430.89,0.02,844.5444
11567,4749,72,5,824.66,0.03,3999.601
11568,4750,77,4,1503.76,0.04,5774.4384
11569,4750,140,5,885.96,0.05,4208.31
11570,4750,7,1,477.31,0.04,458.2176
11571,4751,144,1,490.08,0.21,387.1632
11572,4752,17,5,3237.8,0.02,15865.22
11573,4753,101,2,1782.77,0.03,3458.5737999999997
11574,4753,15,3,1428.61,0.0,4285.83
11575,4754,67,3,2831.36,0.03,8239.257599999999
11576,4754,53,1,207.17,0.02,203.02659999999997
11577,4755,18,3,3455.49,0.01,10262.8053
11578,4756,121,1,1282.76,0.04,1231.4496
11579,4757,165,3,1853.47,0.03,5393.597699999999
11580,4757,86,4,2321.17,0.04,8913.2928
11581,4758,175,2,837.33,0.03,1624.4202
11582,4758,76,1,629.84,0.04,604.6464
11583,4758,161,2,2196.98,0.04,4218.2016
11584,4758,79,5,354.07,0.04,1699.5359999999998
11585,4758,12,4,2625.6,0.02,10292.351999999999
11586,4759,25,3,1214.03,0.04,3496.4064
11587,4759,124,2,2176.82,0.01,4310.1036
11588,4760,6,3,2623.03,0.02,7711.7082
11589,4760,37,4,2292.89,0.0,9171.56
11590,4760,47,5,1531.46,0.01,7580.727
11591,4760,79,1,365.13,0.01,361.4787
11592,4760,100,4,2729.2,0.02,10698.464
11593,4760,57,5,1807.88,0.04,8677.824
11594,4761,153,1,3198.54,0.05,3038.613
11595,4762,69,4,755.18,0.18,2476.9904
11596,4762,136,2,1038.56,0.28,1495.5264
11597,4762,113,2,320.97,0.27,468.61620000000005
11598,4763,171,5,56.25,0.01,278.4375
11599,4763,76,1,629.84,0.04,604.6464
11600,4764,131,3,3349.19,0.04,9645.6672
11601,4765,151,2,701.11,0.03,1360.1534
11602,4765,18,5,2792.31,0.2,11169.24
11603,4765,175,3,776.91,0.1,2097.657
11604,4765,177,1,412.89,0.28,297.2808
11605,4765,123,5,1895.91,0.05,9005.5725
11606,4766,41,1,970.79,0.0,970.79
11607,4766,143,1,1443.63,0.02,1414.7574000000002
11608,4766,199,1,1975.37,0.02,1935.8626
11609,4766,4,4,3467.5,0.0,13870.0
11610,4767,178,4,1718.37,0.04,6598.5408
11611,4768,142,3,2303.3,0.29,4906.029
11612,4768,103,3,1503.08,0.19,3652.4844000000003
11613,4769,176,1,760.73,0.01,753.1227
11614,4769,149,1,87.36,0.02,85.6128
11615,4769,20,3,2278.64,0.02,6699.2016
11616,4769,144,3,620.35,0.0,1861.0500000000002
11617,4769,112,3,437.74,0.04,1260.6912
11618,4770,176,5,722.31,0.06,3394.8569999999995
11619,4771,171,3,56.25,0.01,167.0625
11620,4772,40,4,373.96,0.21,1181.7136
11621,4772,50,4,2673.58,0.1,9624.888
11622,4772,197,3,2248.49,0.23,5194.0118999999995
11623,4772,9,1,1927.82,0.28,1388.0303999999999
11624,4773,47,2,1531.46,0.01,3032.2908
11625,4774,35,4,2747.17,0.05,10439.246
11626,4774,55,2,2413.63,0.04,4634.1696
11627,4775,75,5,1870.25,0.02,9164.225
11628,4776,20,3,2278.64,0.02,6699.2016
11629,4776,89,1,1556.32,0.18,1276.1824000000001
11630,4776,180,2,2482.02,0.29,3524.4683999999997
11631,4776,189,2,1538.59,0.25,2307.8849999999998
11632,4777,173,4,2453.34,0.03,9518.959200000001
11633,4777,78,4,3179.26,0.02,12462.699200000001
11634,4778,3,5,2332.17,0.04,11194.416
11635,4778,113,3,435.28,0.01,1292.7815999999998
11636,4779,88,5,2858.48,0.02,14006.552
11637,4780,190,4,1938.03,0.04,7442.035199999999
11638,4780,104,4,1948.57,0.04,7482.5088
11639,4780,113,3,422.09,0.04,1215.6191999999999
11640,4780,106,4,2280.53,0.01,9030.8988
11641,4781,26,5,3002.87,0.02,14714.062999999998
11642,4781,120,5,720.25,0.02,3529.225
11643,4782,126,3,2259.73,0.01,6711.3981
11644,4783,49,5,2033.65,0.03,9863.2025
11645,4784,200,2,2454.65,0.02,4811.1140000000005
11646,4784,14,3,2309.49,0.04,6651.331199999999
11647,4785,181,1,1551.94,0.03,1505.3818
11648,4786,110,4,2159.52,0.02,8465.3184
11649,4787,49,2,1572.41,0.25,2358.6150000000002
11650,4787,29,1,1030.26,0.16,865.4183999999999
11651,4787,22,2,451.71,0.23,695.6333999999999
11652,4788,183,4,240.38,0.29,682.6791999999999
11653,4788,34,3,1269.54,0.07,3542.0165999999995
11654,4788,58,2,1853.98,0.05,3522.562
11655,4788,83,2,3005.4,0.13,5229.396
11656,4788,37,3,1650.88,0.28,3565.9008
11657,4789,19,1,911.12,0.03,883.7864
11658,4789,194,4,880.3,0.04,3380.352
11659,4789,50,1,2970.64,0.0,2970.64
11660,4790,113,4,430.89,0.02,1689.0888
11661,4791,120,1,712.9,0.03,691.5129999999999
11662,4791,133,4,2799.94,0.01,11087.7624
11663,4791,32,3,351.36,0.05,1001.3759999999999
11664,4791,103,4,1799.98,0.03,6983.9223999999995
11665,4792,60,4,497.67,0.01,1970.7732
11666,4792,140,4,904.61,0.03,3509.8867999999998
11667,4793,142,1,3211.64,0.0,3211.64
11668,4793,139,2,704.64,0.05,1338.8159999999998
11669,4794,191,2,1841.66,0.03,3572.8204
11670,4794,110,2,2115.45,0.04,4061.6639999999993
11671,4794,1,4,1604.15,0.01,6352.434
11672,4795,46,2,436.71,0.03,847.2173999999999
11673,4795,83,5,3316.3,0.04,15918.24
11674,4795,11,3,1378.3,0.05,3928.1549999999993
11675,4796,164,4,2093.3,0.04,8038.272000000001
11676,4797,2,1,3361.28,0.01,3327.6672000000003
11677,4797,187,5,797.9,0.0,3989.5
11678,4798,17,1,3270.84,0.01,3238.1316
11679,4799,91,3,2290.29,0.13,5977.6569
11680,4799,20,4,2255.39,0.03,8750.913199999999
11681,4799,40,3,359.76,0.24,820.2528
11682,4800,28,3,2831.85,0.03,8240.6835
11683,4800,20,3,2232.13,0.04,6428.5344000000005
11684,4800,145,1,3252.76,0.01,3220.2324000000003
11685,4801,20,5,2208.88,0.05,10492.18
11686,4802,105,3,963.99,0.01,2863.0503000000003
11687,4802,124,3,2132.85,0.03,6206.593499999999
11688,4802,197,2,2890.92,0.01,5724.0216
11689,4802,168,2,983.33,0.04,1887.9936
11690,4803,28,3,2919.43,0.0,8758.289999999999
11691,4803,68,5,1997.55,0.02,9787.994999999999
11692,4803,136,4,1399.17,0.03,5428.7796
11693,4804,22,5,551.43,0.06,2591.7209999999995
11694,4804,27,5,2198.33,0.06,10332.151
11695,4804,67,5,2218.39,0.24,8429.882
11696,4805,76,4,656.08,0.0,2624.32
11697,4805,115,5,3377.94,0.02,16551.906
11698,4805,157,2,666.98,0.03,1293.9412
11699,4805,186,5,2100.37,0.03,10186.794499999998
11700,4806,114,5,863.81,0.02,4232.668999999999
11701,4806,58,5,1932.04,0.01,9563.598
11702,4807,19,4,657.51,0.3,1841.0279999999998
11703,4807,44,2,902.79,0.21,1426.4082
11704,4807,73,3,1067.51,0.29,2273.7962999999995
11705,4808,127,3,1991.38,0.03,5794.9158
11706,4809,166,2,1057.49,0.23,1628.5346
11707,4809,149,2,79.33,0.11,141.2074
11708,4809,127,4,1888.73,0.08,6950.526400000001
11709,4810,51,1,35.55,0.02,34.839
11710,4811,144,3,620.35,0.0,1861.0500000000002
11711,4811,149,4,87.36,0.02,342.4512
11712,4811,142,1,3211.64,0.01,3179.5236
11713,4811,45,1,467.58,0.05,444.20099999999996
11714,4811,187,1,758.0,0.05,720.1
11715,4811,8,2,1163.38,0.04,2233.6896
11716,4812,68,1,1956.79,0.04,1878.5184
11717,4812,98,4,3084.08,0.02,12089.5936
11718,4813,151,3,701.11,0.03,2040.2300999999998
11719,4814,103,4,1336.07,0.28,3847.8815999999997
11720,4815,75,3,1793.91,0.06,5058.8262
11721,4815,77,1,1441.11,0.08,1325.8211999999999
11722,4816,114,1,872.63,0.01,863.9037
11723,4816,11,4,1407.31,0.03,5460.3628
11724,4816,108,5,1059.2,0.05,5031.2
11725,4816,23,5,1014.97,0.01,5024.101500000001
11726,4817,21,4,968.88,0.16,3255.4368
11727,4818,88,1,2479.3,0.15,2107.405
11728,4818,29,4,993.47,0.19,3218.8428000000004
11729,4819,26,5,3064.15,0.0,15320.75
11730,4819,98,1,3021.14,0.04,2900.2943999999998
11731,4820,179,1,428.7,0.01,424.413
11732,4821,167,5,633.43,0.0,3167.1499999999996
11733,4821,149,5,88.25,0.01,436.8375
11734,4822,72,5,697.14,0.18,2858.274
11735,4822,56,2,2044.31,0.08,3761.5304
11736,4822,7,2,367.93,0.26,544.5364
11737,4823,35,5,2139.9,0.26,7917.63
11738,4823,150,4,2044.42,0.23,6296.8136
11739,4823,41,1,766.92,0.21,605.8668
11740,4824,8,3,1163.38,0.04,3350.5344
11741,4824,33,2,2240.37,0.01,4435.9326
11742,4824,155,5,889.98,0.0,4449.9
11743,4825,134,5,231.04,0.18,947.2640000000001
11744,4826,56,4,2133.2,0.04,8191.487999999999
11745,4827,82,2,3170.25,0.03,6150.285
11746,4827,20,5,1883.36,0.19,7627.608
11747,4827,4,2,2774.0,0.2,4438.400000000001
11748,4828,177,4,556.26,0.03,2158.2888
11749,4829,149,2,87.36,0.02,171.2256
11750,4830,30,2,3207.81,0.01,6351.4637999999995
11751,4830,54,2,3181.03,0.04,6107.5776000000005
11752,4831,20,4,2139.13,0.08,7871.9984
11753,4831,167,5,544.75,0.14,2342.425
11754,4832,42,1,2724.1,0.05,2587.895
11755,4832,199,3,1935.05,0.04,5572.9439999999995
11756,4832,119,5,1099.31,0.05,5221.722499999999
11757,4832,85,2,3333.24,0.02,6533.1503999999995
11758,4832,67,3,2889.74,0.01,8582.5278
11759,4833,81,5,1675.71,0.04,8043.407999999999
11760,4833,105,1,925.04,0.05,878.7879999999999
11761,4833,189,2,2010.42,0.02,3940.4232
11762,4834,182,4,881.09,0.15,2995.706
11763,4834,60,3,417.24,0.17,1038.9276
11764,4834,29,5,895.35,0.27,3268.0275
11765,4834,142,1,2984.55,0.08,2745.7860000000005
11766,4835,50,5,2970.64,0.0,14853.199999999999
11767,4835,21,3,1153.43,0.0,3460.29
11768,4835,153,5,3131.2,0.07,14560.08
11769,4836,141,5,1765.2,0.05,8384.699999999999
11770,4836,59,4,619.77,0.04,2379.9168
11771,4837,189,1,1989.91,0.03,1930.2127
11772,4837,79,3,365.13,0.01,1084.4361
11773,4837,127,2,1970.85,0.04,3784.0319999999997
11774,4838,144,2,589.33,0.05,1119.727
11775,4838,173,4,2402.76,0.05,9130.488000000001
11776,4838,165,2,1815.25,0.05,3448.975
11777,4839,116,3,1011.24,0.18,2487.6504000000004
11778,4840,140,4,923.26,0.01,3656.1096
11779,4840,145,5,3187.05,0.03,15457.1925
11780,4841,70,5,1141.49,0.03,5536.2265
11781,4842,41,4,883.42,0.09,3215.6488
11782,4842,145,1,2891.35,0.12,2544.388
11783,4843,10,1,1487.71,0.0,1487.71
11784,4843,38,4,123.84,0.0,495.36
11785,4844,96,5,1536.74,0.01,7606.862999999999
11786,4844,116,3,1196.22,0.03,3481.0002
11787,4844,128,3,1285.16,0.04,3701.2608000000005
11788,4844,113,5,426.49,0.03,2068.4764999999998
11789,4845,143,4,1458.36,0.01,5775.1056
11790,4846,12,3,2143.34,0.2,5144.0160000000005
11791,4846,165,1,1777.03,0.07,1652.6379
11792,4846,100,3,2060.83,0.26,4575.0426
11793,4847,115,3,3446.88,0.0,10340.64
11794,4847,182,5,1026.21,0.01,5079.7395
11795,4847,152,3,1682.52,0.03,4896.133199999999
11796,4848,119,5,1145.6,0.01,5670.72
11797,4848,149,5,85.57,0.04,410.73599999999993
11798,4848,160,4,2849.4,0.04,10941.696
11799,4849,130,2,453.78,0.3,635.2919999999999
11800,4849,20,3,1976.37,0.15,5039.7435
11801,4850,52,4,1152.05,0.02,4516.036
11802,4850,80,1,2404.17,0.0,2404.17
11803,4850,19,3,929.91,0.01,2761.8327
11804,4850,6,5,2623.03,0.02,12852.847000000002
11805,4850,125,3,316.67,0.04,912.0096
11806,4850,30,5,3143.0,0.03,15243.55
11807,4851,125,5,326.56,0.01,1616.472
11808,4851,143,2,1458.36,0.01,2887.5528
11809,4851,33,4,2172.48,0.04,8342.323199999999
11810,4851,189,5,1989.91,0.03,9651.0635
11811,4852,164,4,1548.17,0.0,6192.68
11812,4852,150,3,2150.62,0.19,5226.0066
11813,4853,8,3,945.24,0.22,2211.8616
11814,4854,61,2,384.62,0.08,707.7008000000001
11815,4854,108,5,947.71,0.15,4027.7675
11816,4855,42,3,2810.12,0.02,8261.7528
11817,4856,38,1,106.5,0.14,91.59
11818,4856,161,2,2059.67,0.1,3707.4060000000004
11819,4857,113,4,435.28,0.01,1723.7087999999999
11820,4857,107,4,2802.6,0.04,10761.983999999999
11821,4857,179,3,424.37,0.02,1247.6478000000002
11822,4857,173,3,2503.93,0.01,7436.672099999999
11823,4857,138,1,1655.14,0.04,1588.9344
11824,4858,173,5,2428.05,0.04,11654.64
11825,4858,165,1,1815.25,0.05,1724.4875
11826,4858,55,3,2514.2,0.0,7542.599999999999
11827,4858,53,5,200.83,0.05,953.9425
11828,4858,33,1,2240.37,0.01,2217.9663
11829,4859,47,4,1515.99,0.02,5942.6808
11830,4860,68,4,1467.59,0.28,4226.6592
11831,4860,98,2,2832.32,0.1,5098.176
11832,4861,174,2,861.33,0.28,1240.3152
11833,4862,34,5,1324.15,0.0,6620.75
11834,4862,53,3,207.17,0.02,609.0798
11835,4862,98,4,3021.14,0.04,11601.177599999999
11836,4863,79,4,357.76,0.03,1388.1088
11837,4863,84,1,2001.11,0.03,1941.0766999999998
11838,4863,194,5,907.81,0.01,4493.659499999999
11839,4863,90,1,583.82,0.04,560.4672
11840,4863,115,3,3377.94,0.02,9931.1436
11841,4863,107,5,2773.41,0.05,13173.697499999998
11842,4864,87,2,1652.99,0.02,3239.8604
11843,4864,179,4,428.7,0.01,1697.652
11844,4864,26,4,3033.51,0.01,12012.6996
11845,4865,38,3,121.36,0.02,356.79839999999996
11846,4865,172,4,2675.34,0.02,10487.3328
11847,4866,36,4,1505.3,0.01,5960.987999999999
11848,4866,55,2,2438.77,0.03,4731.2137999999995
11849,4866,156,4,56.07,0.04,215.3088
11850,4866,76,4,623.28,0.05,2368.464
11851,4867,31,2,177.84,0.01,352.1232
11852,4867,51,4,35.55,0.02,139.356
11853,4868,65,4,2411.94,0.1,8682.984
11854,4869,17,1,3204.76,0.03,3108.6172
11855,4869,39,5,175.47,0.03,851.0295
11856,4869,197,4,2890.92,0.01,11448.0432
11857,4870,61,4,409.7,0.02,1606.024
11858,4871,52,2,1163.8,0.01,2304.324
11859,4871,61,3,409.7,0.02,1204.5179999999998
11860,4871,120,5,712.9,0.03,3457.565
11861,4871,182,1,1015.85,0.02,995.533
11862,4872,18,2,3385.68,0.03,6568.2192
11863,4872,106,2,2303.57,0.0,4607.14
11864,4872,187,3,758.0,0.05,2160.2999999999997
11865,4873,10,5,1425.07,0.09,6484.068499999999
11866,4873,113,5,320.97,0.27,1171.5405
11867,4874,78,4,3244.14,0.0,12976.56
11868,4874,133,1,2799.94,0.01,2771.9406
11869,4875,192,5,1684.21,0.0,8421.05
11870,4875,51,4,35.55,0.02,139.356
11871,4875,172,5,2648.04,0.03,12842.994
11872,4875,193,3,1598.07,0.02,4698.3258
11873,4875,153,2,3198.54,0.05,6077.226
11874,4876,146,5,2538.32,0.04,12183.936
11875,4877,45,5,477.42,0.03,2315.4869999999996
11876,4878,61,4,367.89,0.12,1294.9728
11877,4879,104,3,1644.11,0.19,3995.1873
11878,4880,63,2,2953.27,0.01,5847.4746
11879,4880,189,2,2030.94,0.01,4021.2612
11880,4880,160,2,2908.77,0.02,5701.1892
11881,4881,55,4,1986.22,0.21,6276.4552
11882,4881,129,5,1991.06,0.14,8561.557999999999
11883,4882,101,3,1782.77,0.03,5187.860699999999
11884,4882,186,5,2100.37,0.03,10186.794499999998
11885,4883,166,2,1345.89,0.02,2637.9444000000003
11886,4884,37,1,2269.96,0.01,2247.2604
11887,4884,161,2,2265.63,0.01,4485.9474
11888,4885,142,2,2789.91,0.14,4798.6452
11889,4885,161,3,2174.09,0.05,6196.1565
11890,4885,146,4,2194.59,0.17,7286.0388
11891,4885,126,3,2008.65,0.12,5302.836
11892,4886,27,2,2338.65,0.0,4677.3
11893,4886,159,1,3225.31,0.05,3064.0445
11894,4886,141,1,1820.95,0.02,1784.531
11895,4887,91,3,2606.19,0.01,7740.3843
11896,4888,137,1,142.68,0.02,139.8264
11897,4888,17,2,3171.72,0.04,6089.702399999999
11898,4889,187,2,781.94,0.02,1532.6024
11899,4889,194,2,889.47,0.03,1725.5718
11900,4890,1,2,1604.15,0.01,3176.217
11901,4890,41,1,961.08,0.01,951.4692
11902,4890,10,3,1519.03,0.03,4420.3773
11903,4890,124,1,2110.86,0.04,2026.4256
11904,4891,123,4,1995.7,0.0,7982.8
11905,4891,145,1,3219.91,0.02,3155.5117999999998
11906,4891,136,1,1413.59,0.02,1385.3182
11907,4891,182,5,995.12,0.04,4776.576
11908,4892,159,5,3225.31,0.05,15320.222499999998
11909,4893,167,5,608.09,0.04,2918.8320000000003
11910,4893,108,5,1114.95,0.0,5574.75
11911,4894,59,1,639.13,0.01,632.7387
11912,4894,123,3,1935.83,0.03,5633.2653
11913,4894,145,5,3285.62,0.0,16428.1
11914,4895,9,4,2677.53,0.0,10710.12
11915,4895,8,2,1163.38,0.04,2233.6896
11916,4895,186,5,2100.37,0.03,10186.794499999998
11917,4895,108,1,1092.65,0.02,1070.797
11918,4895,178,3,1718.37,0.04,4948.905599999999
11919,4896,156,3,56.66,0.03,164.8806
11920,4896,137,5,138.31,0.05,656.9725
11921,4897,191,1,1841.66,0.03,1786.4102
11922,4897,161,5,2219.86,0.03,10766.321
11923,4898,24,5,2912.52,0.01,14416.974
11924,4899,65,5,2653.13,0.01,13132.9935
11925,4899,174,5,1148.44,0.04,5512.512000000001
11926,4899,69,5,773.6,0.16,3249.12
11927,4899,180,2,3076.3,0.12,5414.2880000000005
11928,4899,173,5,1998.08,0.21,7892.416
11929,4900,4,5,3398.15,0.02,16650.935
11930,4900,55,4,2514.2,0.0,10056.8
11931,4901,149,1,87.36,0.02,85.6128
11932,4902,75,4,1832.08,0.04,7035.187199999999
11933,4902,34,4,1310.5,0.04,5032.32
11934,4903,9,4,2275.9,0.15,7738.06
11935,4903,79,3,328.25,0.11,876.4275
11936,4904,61,4,338.63,0.19,1097.1612
11937,4904,55,5,2237.64,0.11,9957.498
11938,4904,163,2,642.26,0.16,1078.9968
11939,4904,35,3,2429.08,0.16,6121.281599999999
11940,4904,188,4,85.15,0.14,292.916
11941,4904,98,4,2612.03,0.17,8671.9396
11942,4905,129,4,2245.73,0.03,8713.4324
11943,4906,17,3,3270.84,0.01,9714.3948
11944,4906,89,2,1841.01,0.03,3571.5594
11945,4906,35,3,2891.76,0.0,8675.28
11946,4906,106,5,2234.46,0.03,10837.131
11947,4906,129,1,2222.58,0.04,2133.6767999999997
11948,4907,170,4,1321.29,0.02,5179.4568
11949,4907,14,1,2405.72,0.0,2405.72
11950,4908,114,2,846.18,0.04,1624.6655999999998
11951,4908,106,3,2257.5,0.02,6637.05
11952,4909,142,2,3211.64,0.01,6359.0472
11953,4909,48,4,3028.0,0.04,11627.52
11954,4910,171,2,52.84,0.07,98.2824
11955,4910,67,4,2685.42,0.08,9882.3456
11956,4911,10,4,1456.39,0.07,5417.7708
11957,4911,116,1,1171.56,0.05,1112.982
11958,4911,22,1,410.64,0.3,287.448
11959,4912,153,3,2996.52,0.11,8000.7083999999995
11960,4912,182,4,870.73,0.16,2925.6528
11961,4912,93,2,2193.54,0.24,3334.1808
11962,4912,82,1,2614.64,0.2,2091.712
11963,4913,124,1,2000.92,0.09,1820.8372000000002
11964,4913,18,1,2931.93,0.16,2462.8212
11965,4914,6,4,2649.79,0.01,10493.1684
11966,4914,72,1,824.66,0.03,799.9201999999999
11967,4914,147,2,2271.04,0.22,3542.8224
11968,4914,5,2,1102.56,0.17,1830.2495999999999
11969,4915,112,5,433.18,0.05,2057.605
11970,4915,14,1,2333.55,0.03,2263.5435
11971,4915,2,1,3259.42,0.04,3129.0432
11972,4916,27,5,2315.26,0.01,11460.537
11973,4917,112,5,378.46,0.17,1570.609
11974,4918,17,3,3204.76,0.03,9325.8516
11975,4918,94,5,2643.5,0.0,13217.5
11976,4918,85,3,3299.23,0.03,9600.7593
11977,4919,4,5,3259.45,0.06,15319.414999999999
11978,4920,191,1,1879.63,0.01,1860.8337000000001
11979,4920,135,3,2182.07,0.02,6415.285800000001
11980,4920,21,4,1107.29,0.04,4251.9936
11981,4921,67,4,2831.36,0.03,10985.676800000001
11982,4922,163,5,756.94,0.0,3784.7000000000003
11983,4922,34,3,1337.8,0.02,3933.1319999999996
11984,4922,75,5,1870.25,0.02,9164.225
11985,4922,38,3,118.89,0.04,342.4032
11986,4923,72,1,671.63,0.21,530.5877
11987,4923,139,4,704.64,0.05,2677.6319999999996
11988,4923,48,1,2807.21,0.11,2498.4169
11989,4924,139,2,726.9,0.02,1424.724
11990,4925,173,1,2402.76,0.05,2282.6220000000003
11991,4925,47,4,1469.58,0.05,5584.4039999999995
11992,4925,93,1,2857.38,0.01,2828.8062
11993,4925,95,4,2951.42,0.0,11805.68
11994,4925,39,3,171.85,0.05,489.7724999999999
11995,4926,94,5,2564.19,0.03,12436.3215
11996,4926,102,5,630.55,0.03,3058.1675
11997,4926,181,4,1567.94,0.02,6146.3248
11998,4926,16,4,399.08,0.02,1564.3935999999999
11999,4926,10,5,1534.69,0.02,7519.981000000001
12000,4927,188,2,97.03,0.02,190.1788
12001,4927,187,3,789.92,0.01,2346.0624
12002,4928,192,4,1583.16,0.06,5952.6816
12003,4928,51,5,26.12,0.28,94.032
12004,4929,184,4,3191.12,0.0,12764.48
12005,4929,81,2,1710.62,0.02,3352.8151999999995
12006,4930,3,1,2380.75,0.02,2333.1349999999998
12007,4930,2,5,3327.33,0.02,16303.917000000001
12008,4931,14,3,2405.72,0.0,7217.16
12009,4931,63,1,2893.61,0.03,2806.8017
12010,4931,23,3,1014.97,0.01,3014.4609
12011,4931,151,4,701.11,0.03,2720.3068
12012,4932,45,3,408.52,0.17,1017.2147999999999
12013,4932,125,3,253.99,0.23,586.7169
12014,4932,26,2,2267.47,0.26,3355.8556
12015,4932,116,5,1109.9,0.1,4994.55
12016,4933,50,1,2822.11,0.05,2681.0045
12017,4933,65,1,2626.33,0.02,2573.8034
12018,4934,138,4,1689.62,0.02,6623.310399999999
12019,4934,152,4,1665.18,0.04,6394.2912
12020,4934,183,4,328.4,0.03,1274.1919999999998
12021,4934,21,5,1095.76,0.05,5204.86
12022,4935,81,1,1658.25,0.05,1575.3374999999999
12023,4935,20,5,2232.13,0.04,10714.224
12024,4936,25,3,1074.92,0.15,2741.0460000000003
12025,4936,42,4,2064.58,0.28,5945.9904
12026,4936,158,2,1627.03,0.0,3254.06
12027,4937,138,2,1448.24,0.16,2433.0432
12028,4937,41,4,834.88,0.14,2871.9872
12029,4938,107,5,2860.99,0.02,14018.850999999999
12030,4939,120,4,727.6,0.01,2881.2960000000003
12031,4940,16,1,399.08,0.02,391.09839999999997
12032,4940,136,4,1428.02,0.01,5654.9592
12033,4940,189,4,1989.91,0.03,7720.8508
12034,4941,37,5,2224.1,0.03,10786.885
12035,4941,171,2,55.12,0.03,106.93279999999999
12036,4941,110,1,2159.52,0.02,2116.3296
12037,4941,188,3,94.06,0.05,268.07099999999997
12038,4941,193,5,1598.07,0.02,7830.543
12039,4942,41,1,737.8,0.24,560.728
12040,4942,116,4,1220.89,0.01,4834.7244
12041,4942,164,1,1548.17,0.29,1099.2007
12042,4943,147,2,2824.24,0.03,5479.025599999999
12043,4943,34,3,1324.15,0.03,3853.2765
12044,4943,27,3,2315.26,0.01,6876.3222000000005
12045,4943,128,2,1285.16,0.04,2467.5072
12046,4943,86,4,2297.0,0.05,8728.6
12047,4943,50,1,2881.52,0.03,2795.0744
